p__d31001,p__d31002,p__d31003,p__d31005,p__d31007,p__m01001,p__m01002,p__m01003,p__m01004,p__m01005,p__m01006,p__m01007,p__m01008,p__m01009,p__m01010,p__m01011,p__m01012,p__m01013,p__m01014,p__m01015,p__m01016,p__m01017,p__m01018,p__m01019,p__m01020,p__m01021,p__m01022,p__m01023,p__m01024,p__d26001,p__d26075,p__d26092,p__d11001,p__d22001,p__d28001,p__d29001,_idx,_model,_wave,성별,연령대,_error
3.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5658,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5659,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5660,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5661,exaone,2024,여성,4,
2.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5662,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,1.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5663,exaone,2024,여성,4,
4.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5664,exaone,2024,여성,4,
2.0,1.0,1.0,2.0,1.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5665,exaone,2024,여성,4,
3.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5666,exaone,2024,여성,4,
3.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5667,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5668,exaone,2024,여성,4,
3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5669,exaone,2024,여성,4,
3.0,1.0,10.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5670,exaone,2024,여성,4,
3.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5671,exaone,2024,여성,4,
3.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5672,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5673,exaone,2024,여성,4,
3.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5674,exaone,2024,여성,4,
3.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5675,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5676,exaone,2024,여성,4,
3.0,2.0,,,,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5677,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5678,exaone,2024,여성,4,
3.0,2.0,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5679,exaone,2024,여성,4,
2.0,1.0,1.0,4.0,1.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5680,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5681,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5682,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5683,exaone,2024,여성,4,
3.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5684,exaone,2024,여성,4,
3.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5685,exaone,2024,여성,4,
2.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5686,exaone,2024,여성,4,
2.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5687,exaone,2024,여성,4,
3.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,5688,exaone,2024,여성,4,
2.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5689,exaone,2024,여성,4,
3.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5690,exaone,2024,여성,4,
4.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5691,exaone,2024,여성,4,
3.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5692,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5693,exaone,2024,여성,4,
2.0,1.0,1.0,4.0,2.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5694,exaone,2024,여성,4,
2.0,1.0,1.0,4.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5695,exaone,2024,여성,4,
2.0,1.0,1.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5696,exaone,2024,여성,4,
3.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5697,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5698,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5699,exaone,2024,여성,4,
3.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5700,exaone,2024,여성,4,
4.0,1.0,1.0,2.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5701,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5702,exaone,2024,여성,4,
3.0,1.0,10.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5703,exaone,2024,여성,4,
2.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5704,exaone,2024,여성,4,
3.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5705,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5706,exaone,2024,여성,4,
2.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5707,exaone,2024,여성,4,
3.0,1.0,1.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,5708,exaone,2024,여성,4,
3.0,1.0,1.0,1.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5709,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,1.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5710,exaone,2024,여성,4,
3.0,1.0,1.0,2.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5711,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5712,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5713,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5714,exaone,2024,여성,4,
3.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5715,exaone,2024,여성,4,
3.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5716,exaone,2024,여성,4,
3.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5717,exaone,2024,여성,4,
3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5718,exaone,2024,여성,4,
3.0,1.0,1.0,2.0,1.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5719,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,5720,exaone,2024,여성,4,
3.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5721,exaone,2024,여성,4,
3.0,1.0,6.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5722,exaone,2024,여성,4,
3.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5723,exaone,2024,여성,4,
3.0,1.0,1.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5724,exaone,2024,여성,4,
3.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5725,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,1.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5726,exaone,2024,여성,4,
3.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5727,exaone,2024,여성,4,
3.0,1.0,10.0,4.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5728,exaone,2024,여성,4,
3.0,1.0,1.0,2.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5729,exaone,2024,여성,4,
3.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5730,exaone,2024,여성,4,
3.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5731,exaone,2024,여성,4,
2.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5732,exaone,2024,여성,4,
2.0,1.0,1.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5733,exaone,2024,여성,4,
3.0,1.0,1.0,2.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5734,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5735,exaone,2024,여성,4,
3.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,5736,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5737,exaone,2024,여성,4,
3.0,1.0,1.0,1.0,2.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5738,exaone,2024,여성,4,
3.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5739,exaone,2024,여성,4,
2.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5740,exaone,2024,여성,4,
3.0,1.0,1.0,4.0,1.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5741,exaone,2024,여성,4,
3.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5742,exaone,2024,여성,4,
2.0,1.0,1.0,4.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5743,exaone,2024,여성,4,
