p__m01016,p__m01004,p__d29001,p__d31002,p__m01005,p__m01022,p__m01012,p__d31005,p__m01015,p__m01008,p__d31003,p__m01024,p__m01014,p__m01006,p__d31001,p__d26001,p__d26075,p__m01019,p__d11001,p__d28001,p__m01011,p__m01020,p__m01007,p__d22001,p__m01017,p__m01003,p__d26092,p__m01009,p__m01013,p__m01001,p__m01010,p__d31007,p__m01018,p__m01021,p__m01002,p__m01023,_idx,_model,_wave,성별,연령대,_error
2.0,2.0,2.0,2.0,3.0,2.0,2.0,,2.0,2.0,,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,,3.0,2.0,2.0,3.0,855,gemini,2024,여성,5,
4.0,3.0,1.0,1.0,3.0,4.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,856,gemini,2024,여성,5,
2.0,3.0,1.0,2.0,3.0,3.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,,3.0,3.0,2.0,3.0,857,gemini,2024,여성,5,
4.0,4.0,1.0,1.0,4.0,4.0,3.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,2.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,858,gemini,2024,여성,5,
2.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,859,gemini,2024,여성,5,
3.0,4.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,4.0,1.0,4.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,860,gemini,2024,여성,5,
4.0,4.0,1.0,1.0,4.0,4.0,3.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,5.0,4.0,1.0,4.0,3.0,3.0,3.0,1.0,5.0,3.0,4.0,3.0,861,gemini,2024,여성,5,
3.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,862,gemini,2024,여성,5,
2.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,863,gemini,2024,여성,5,
2.0,2.0,2.0,2.0,3.0,3.0,1.0,,2.0,3.0,,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,,3.0,2.0,2.0,3.0,864,gemini,2024,여성,5,
2.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,865,gemini,2024,여성,5,
3.0,4.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,866,gemini,2024,여성,5,
1.0,2.0,2.0,2.0,3.0,3.0,1.0,,1.0,2.0,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,3.0,2.0,2.0,3.0,867,gemini,2024,여성,5,
2.0,2.0,2.0,2.0,4.0,3.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,,3.0,3.0,3.0,3.0,868,gemini,2024,여성,5,
2.0,4.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,869,gemini,2024,여성,5,
2.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,870,gemini,2024,여성,5,
2.0,3.0,2.0,2.0,3.0,3.0,1.0,,2.0,2.0,,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,3.0,2.0,3.0,3.0,871,gemini,2024,여성,5,
2.0,2.0,2.0,2.0,4.0,3.0,1.0,,2.0,3.0,,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,,3.0,3.0,3.0,4.0,872,gemini,2024,여성,5,
2.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,873,gemini,2024,여성,5,
2.0,3.0,2.0,2.0,4.0,2.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,,3.0,2.0,3.0,3.0,874,gemini,2024,여성,5,
2.0,2.0,2.0,2.0,3.0,3.0,2.0,,2.0,2.0,,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,,3.0,2.0,2.0,4.0,875,gemini,2024,여성,5,
2.0,2.0,1.0,2.0,3.0,3.0,2.0,,2.0,2.0,,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,3.0,2.0,4.0,876,gemini,2024,여성,5,
2.0,3.0,2.0,2.0,4.0,2.0,2.0,,2.0,3.0,,2.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,,3.0,2.0,3.0,3.0,877,gemini,2024,여성,5,
2.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,878,gemini,2024,여성,5,
3.0,3.0,1.0,1.0,4.0,3.0,1.0,4.0,3.0,3.0,1.0,4.0,4.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,879,gemini,2024,여성,5,
3.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,880,gemini,2024,여성,5,
2.0,2.0,2.0,2.0,3.0,2.0,1.0,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,2.0,2.0,881,gemini,2024,여성,5,
2.0,2.0,2.0,2.0,3.0,3.0,2.0,,1.0,2.0,,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,,3.0,3.0,2.0,4.0,882,gemini,2024,여성,5,
2.0,2.0,1.0,2.0,3.0,3.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,,3.0,3.0,2.0,3.0,883,gemini,2024,여성,5,
2.0,3.0,1.0,2.0,3.0,3.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,,3.0,3.0,3.0,3.0,884,gemini,2024,여성,5,
2.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,885,gemini,2024,여성,5,
2.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,886,gemini,2024,여성,5,
2.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,4.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,887,gemini,2024,여성,5,
2.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,888,gemini,2024,여성,5,
3.0,3.0,1.0,1.0,4.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,889,gemini,2024,여성,5,
2.0,3.0,1.0,2.0,4.0,2.0,3.0,,2.0,4.0,,3.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,,3.0,3.0,3.0,3.0,890,gemini,2024,여성,5,
2.0,3.0,1.0,2.0,3.0,3.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,,3.0,3.0,3.0,3.0,891,gemini,2024,여성,5,
2.0,2.0,2.0,2.0,4.0,2.0,2.0,,2.0,3.0,,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,3.0,3.0,3.0,4.0,892,gemini,2024,여성,6,
2.0,2.0,2.0,2.0,3.0,3.0,2.0,,2.0,3.0,,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,,3.0,3.0,2.0,4.0,893,gemini,2024,여성,6,
2.0,2.0,2.0,2.0,3.0,2.0,2.0,,1.0,2.0,,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,,3.0,3.0,2.0,4.0,894,gemini,2024,여성,6,
1.0,3.0,2.0,2.0,3.0,2.0,1.0,,1.0,2.0,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,3.0,2.0,3.0,3.0,895,gemini,2024,여성,6,
2.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,3.0,9.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,896,gemini,2024,여성,6,
2.0,2.0,2.0,2.0,3.0,2.0,1.0,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,2.0,3.0,897,gemini,2024,여성,6,
2.0,2.0,2.0,2.0,3.0,2.0,2.0,,2.0,3.0,,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,,3.0,2.0,2.0,4.0,898,gemini,2024,여성,6,
1.0,2.0,2.0,2.0,3.0,2.0,1.0,,1.0,3.0,,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,,3.0,2.0,2.0,4.0,899,gemini,2024,여성,6,
2.0,2.0,2.0,2.0,3.0,3.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,3.0,3.0,2.0,4.0,900,gemini,2024,여성,6,
2.0,2.0,2.0,2.0,4.0,2.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,,3.0,3.0,2.0,3.0,901,gemini,2024,여성,6,
3.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,902,gemini,2024,여성,6,
2.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,903,gemini,2024,여성,6,
2.0,3.0,2.0,2.0,3.0,2.0,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,,3.0,2.0,3.0,2.0,904,gemini,2024,여성,6,
2.0,2.0,1.0,2.0,3.0,3.0,2.0,,2.0,3.0,,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,,3.0,2.0,3.0,3.0,905,gemini,2024,여성,6,
2.0,2.0,2.0,2.0,3.0,3.0,2.0,,2.0,2.0,,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,,3.0,2.0,2.0,3.0,906,gemini,2024,여성,6,
1.0,2.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,907,gemini,2024,여성,6,
2.0,2.0,1.0,2.0,3.0,3.0,2.0,,2.0,2.0,,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,,3.0,2.0,2.0,3.0,908,gemini,2024,여성,6,
2.0,2.0,2.0,2.0,3.0,3.0,2.0,,2.0,3.0,,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,,3.0,2.0,2.0,3.0,909,gemini,2024,여성,6,
2.0,2.0,2.0,2.0,3.0,2.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,2.0,3.0,910,gemini,2024,여성,6,
4.0,3.0,2.0,1.0,4.0,4.0,2.0,4.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,911,gemini,2024,여성,6,
2.0,2.0,2.0,2.0,4.0,3.0,2.0,,3.0,3.0,,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,,3.0,2.0,2.0,3.0,912,gemini,2024,여성,6,
1.0,2.0,2.0,2.0,3.0,2.0,2.0,,2.0,2.0,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,,3.0,2.0,2.0,3.0,913,gemini,2024,여성,6,
2.0,2.0,2.0,2.0,3.0,2.0,2.0,,2.0,3.0,,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,,3.0,3.0,2.0,4.0,914,gemini,2024,여성,6,
2.0,2.0,2.0,2.0,3.0,3.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,3.0,3.0,2.0,4.0,915,gemini,2024,여성,6,
1.0,2.0,2.0,2.0,3.0,2.0,1.0,,1.0,2.0,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,2.0,2.0,2.0,3.0,916,gemini,2024,여성,6,
3.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,917,gemini,2024,여성,6,
1.0,2.0,2.0,2.0,3.0,3.0,2.0,,1.0,2.0,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,3.0,2.0,2.0,4.0,918,gemini,2024,여성,6,
2.0,3.0,2.0,2.0,3.0,3.0,2.0,,2.0,3.0,,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,,3.0,2.0,3.0,3.0,919,gemini,2024,여성,6,
1.0,2.0,2.0,2.0,3.0,2.0,1.0,,1.0,2.0,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,,3.0,2.0,2.0,3.0,920,gemini,2024,여성,6,
1.0,2.0,2.0,2.0,3.0,3.0,2.0,,2.0,2.0,,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,,3.0,2.0,3.0,4.0,921,gemini,2024,여성,6,
3.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,922,gemini,2024,여성,6,
2.0,2.0,1.0,2.0,3.0,3.0,2.0,,2.0,3.0,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,,3.0,2.0,2.0,3.0,923,gemini,2024,여성,6,
2.0,2.0,2.0,2.0,3.0,3.0,2.0,,2.0,3.0,,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,,3.0,3.0,3.0,4.0,924,gemini,2024,여성,6,
3.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,925,gemini,2024,여성,6,
1.0,2.0,2.0,2.0,3.0,2.0,1.0,,1.0,2.0,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,3.0,2.0,2.0,3.0,926,gemini,2024,여성,6,
1.0,2.0,2.0,2.0,3.0,3.0,1.0,,1.0,2.0,,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,3.0,2.0,2.0,3.0,927,gemini,2024,여성,6,
1.0,2.0,2.0,2.0,3.0,3.0,2.0,,1.0,2.0,,3.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,3.0,2.0,2.0,4.0,928,gemini,2024,여성,6,
2.0,2.0,2.0,2.0,3.0,2.0,1.0,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,,3.0,2.0,2.0,2.0,929,gemini,2024,여성,6,
2.0,2.0,2.0,2.0,3.0,3.0,1.0,,2.0,2.0,,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,3.0,3.0,3.0,4.0,930,gemini,2024,여성,6,
1.0,2.0,2.0,2.0,3.0,2.0,1.0,,1.0,2.0,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,2.0,4.0,931,gemini,2024,여성,6,
2.0,2.0,2.0,2.0,3.0,2.0,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,3.0,2.0,3.0,3.0,932,gemini,2024,여성,6,
2.0,2.0,1.0,2.0,4.0,3.0,2.0,,2.0,4.0,,3.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,,4.0,3.0,3.0,4.0,933,gemini,2024,여성,6,
2.0,2.0,2.0,2.0,3.0,2.0,2.0,,1.0,2.0,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,,3.0,2.0,2.0,3.0,934,gemini,2024,여성,6,
2.0,2.0,1.0,2.0,4.0,3.0,3.0,,3.0,4.0,,3.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,4.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,,3.0,3.0,3.0,3.0,935,gemini,2024,여성,6,
1.0,2.0,2.0,2.0,3.0,2.0,1.0,,1.0,2.0,,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,,3.0,3.0,2.0,4.0,936,gemini,2024,여성,6,
1.0,2.0,2.0,2.0,3.0,3.0,1.0,,1.0,3.0,,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,3.0,2.0,2.0,4.0,937,gemini,2024,여성,6,
2.0,2.0,1.0,2.0,3.0,3.0,2.0,,2.0,2.0,,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,,3.0,3.0,3.0,4.0,938,gemini,2024,여성,6,
2.0,2.0,2.0,2.0,3.0,3.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,,3.0,2.0,2.0,2.0,939,gemini,2024,여성,6,
1.0,2.0,2.0,2.0,3.0,2.0,1.0,,1.0,2.0,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,2.0,2.0,2.0,3.0,940,gemini,2024,여성,6,
2.0,3.0,1.0,2.0,3.0,2.0,2.0,,2.0,3.0,,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,,3.0,3.0,3.0,4.0,941,gemini,2024,여성,6,
2.0,2.0,2.0,2.0,3.0,3.0,2.0,,2.0,3.0,,3.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,,3.0,3.0,2.0,4.0,942,gemini,2024,여성,6,
2.0,2.0,2.0,2.0,3.0,3.0,2.0,,2.0,3.0,,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,,3.0,2.0,3.0,3.0,943,gemini,2024,여성,6,
1.0,2.0,2.0,2.0,3.0,2.0,2.0,,1.0,3.0,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,,3.0,2.0,3.0,4.0,944,gemini,2024,여성,6,
